base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.25303, 1.00947, -1.53813, 0.13745, 0.78549, -1.74220, 0.08488, 1.03637, -1.66346, -0.16327, 0.84857, -1.74986
-0.25695, 1.02175, -1.53353, 0.13157, 0.78572, -1.72937, 0.11038, 1.04176, -1.66369, -0.13577, 0.86098, -1.75900
-0.25823, 1.03293, -1.53276, 0.12741, 0.78586, -1.71898, 0.13678, 1.04529, -1.66324, -0.10795, 0.86971, -1.76872
-0.25616, 1.04213, -1.53760, 0.12522, 0.78545, -1.71089, 0.16423, 1.04634, -1.66181, -0.08110, 0.87304, -1.77898
-0.25236, 1.05004, -1.54610, 0.12584, 0.78456, -1.70571, 0.19134, 1.04548, -1.65968, -0.05618, 0.87401, -1.78899
-0.24770, 1.05659, -1.55816, 0.13013, 0.78298, -1.70485, 0.21685, 1.04245, -1.65695, -0.03453, 0.87373, -1.79784
-0.24324, 1.06147, -1.57443, 0.13949, 0.78018, -1.71103, 0.23903, 1.03638, -1.65360, -0.01852, 0.87283, -1.80387
-0.23724, 1.06510, -1.59345, 0.15376, 0.77672, -1.72120, 0.25919, 1.02868, -1.64958, -0.00501, 0.87204, -1.80886
-0.22813, 1.06763, -1.61435, 0.17353, 0.77287, -1.73347, 0.27794, 1.02034, -1.64478, 0.00794, 0.87217, -1.81429
-0.21257, 1.06877, -1.63735, 0.20244, 0.76850, -1.74641, 0.29617, 1.01224, -1.63844, 0.02325, 0.87450, -1.82248
-0.19183, 1.06886, -1.66132, 0.23819, 0.76419, -1.75906, 0.31333, 1.00462, -1.63117, 0.03949, 0.87864, -1.83256
-0.16864, 1.06855, -1.68395, 0.27631, 0.76104, -1.77011, 0.32822, 0.99787, -1.62383, 0.05385, 0.88357, -1.84270
-0.14402, 1.06873, -1.70186, 0.31317, 0.76078, -1.77663, 0.33954, 0.99336, -1.61690, 0.06422, 0.88897, -1.85154
-0.11900, 1.06988, -1.71269, 0.34601, 0.76438, -1.77688, 0.34625, 0.99194, -1.61073, 0.06936, 0.89458, -1.85835
-0.09443, 1.07096, -1.71841, 0.37559, 0.77020, -1.77330, 0.34883, 0.99235, -1.60521, 0.07030, 0.90014, -1.86392
-0.07172, 1.07156, -1.71833, 0.40069, 0.77785, -1.76642, 0.34633, 0.99455, -1.60053, 0.06675, 0.90556, -1.86824
-0.05258, 1.07130, -1.70994, 0.41914, 0.78739, -1.75563, 0.33718, 0.99902, -1.59710, 0.05767, 0.91109, -1.87119
-0.03651, 1.07031, -1.69653, 0.43286, 0.79786, -1.74238, 0.32339, 1.00471, -1.59448, 0.04500, 0.91621, -1.87286
-0.02350, 1.06854, -1.68042, 0.44345, 0.80837, -1.72772, 0.30636, 1.01087, -1.59252, 0.03023, 0.92068, -1.87319
-0.01443, 1.06508, -1.66413, 0.45277, 0.81740, -1.71256, 0.28653, 1.01686, -1.59090, 0.01453, 0.92416, -1.87147
-0.00883, 1.06038, -1.64809, 0.46048, 0.82541, -1.69762, 0.26426, 1.02251, -1.58987, -0.00190, 0.92667, -1.86796
-0.00589, 1.05529, -1.63215, 0.46553, 0.83337, -1.68345, 0.23997, 1.02794, -1.58986, -0.01886, 0.92842, -1.86331
-0.00564, 1.05001, -1.61795, 0.46672, 0.84151, -1.67185, 0.21374, 1.03275, -1.59131, -0.03606, 0.92920, -1.85773
-0.00819, 1.04466, -1.60643, 0.46386, 0.84994, -1.66384, 0.18580, 1.03683, -1.59448, -0.05326, 0.92902, -1.85140
-0.01288, 1.03928, -1.59635, 0.45899, 0.85826, -1.65885, 0.15680, 1.04008, -1.59908, -0.07029, 0.92810, -1.84426
-0.01915, 1.03376, -1.58781, 0.45388, 0.86624, -1.65723, 0.12771, 1.04212, -1.60510, -0.08651, 0.92626, -1.83623
-0.02656, 1.02784, -1.58165, 0.45050, 0.87363, -1.66023, 0.09946, 1.04205, -1.61308, -0.10107, 0.92301, -1.82717
-0.03618, 1.02198, -1.57747, 0.44786, 0.88004, -1.66717, 0.07133, 1.04045, -1.62185, -0.11520, 0.91857, -1.81719
-0.04937, 1.01659, -1.57549, 0.44544, 0.88494, -1.67850, 0.04228, 1.03741, -1.63064, -0.13006, 0.91279, -1.80629
-0.06834, 1.01227, -1.57726, 0.44402, 0.88708, -1.69641, 0.01061, 1.03210, -1.63812, -0.14712, 0.90461, -1.79418
-0.09257, 1.00869, -1.58246, 0.44275, 0.88642, -1.72036, -0.02248, 1.02511, -1.64448, -0.16603, 0.89429, -1.78146
-0.12084, 1.00542, -1.59010, 0.43993, 0.88330, -1.74907, -0.05490, 1.01758, -1.65035, -0.18559, 0.88250, -1.76880
