base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.27200, 0.76652, -1.77159, 0.08583, 0.70700, -1.67169, 0.38144, 1.14495, -1.95119, -0.15682, 1.02528, -2.03127
-0.27008, 0.76930, -1.76630, 0.08538, 0.71012, -1.66436, 0.38161, 1.14861, -1.93685, -0.15347, 1.02962, -2.02062
-0.26801, 0.77188, -1.76136, 0.08495, 0.71323, -1.65717, 0.38173, 1.15221, -1.92244, -0.15029, 1.03384, -2.00995
-0.26569, 0.77421, -1.75705, 0.08449, 0.71626, -1.65027, 0.38180, 1.15578, -1.90806, -0.14734, 1.03782, -1.99930
-0.26327, 0.77626, -1.75327, 0.08392, 0.71927, -1.64349, 0.38175, 1.15934, -1.89367, -0.14464, 1.04167, -1.98866
-0.26071, 0.77796, -1.75011, 0.08321, 0.72229, -1.63690, 0.38158, 1.16276, -1.87943, -0.14207, 1.04546, -1.97800
-0.25795, 0.77916, -1.74767, 0.08234, 0.72539, -1.63023, 0.38147, 1.16606, -1.86536, -0.13959, 1.04928, -1.96736
-0.25513, 0.77991, -1.74595, 0.08122, 0.72857, -1.62367, 0.38115, 1.16922, -1.85160, -0.13726, 1.05309, -1.95668
-0.25206, 0.78040, -1.74497, 0.08009, 0.73173, -1.61708, 0.38094, 1.17226, -1.83786, -0.13488, 1.05683, -1.94600
-0.24871, 0.78081, -1.74473, 0.07896, 0.73494, -1.61053, 0.38073, 1.17510, -1.82423, -0.13240, 1.06045, -1.93528
-0.24496, 0.78115, -1.74543, 0.07802, 0.73808, -1.60406, 0.38059, 1.17776, -1.81060, -0.12970, 1.06386, -1.92455
-0.24121, 0.78134, -1.74687, 0.07696, 0.74117, -1.59776, 0.38043, 1.18025, -1.79716, -0.12698, 1.06715, -1.91377
-0.23759, 0.78132, -1.74905, 0.07586, 0.74414, -1.59166, 0.38023, 1.18257, -1.78389, -0.12421, 1.07026, -1.90298
-0.23451, 0.78102, -1.75238, 0.07453, 0.74692, -1.58612, 0.37996, 1.18467, -1.77091, -0.12140, 1.07309, -1.89209
-0.23168, 0.78045, -1.75629, 0.07309, 0.74958, -1.58085, 0.37955, 1.18662, -1.75824, -0.11868, 1.07578, -1.88112
-0.22885, 0.77953, -1.76067, 0.07154, 0.75213, -1.57585, 0.37926, 1.18833, -1.74596, -0.11605, 1.07837, -1.87025
-0.22589, 0.77816, -1.76523, 0.06987, 0.75467, -1.57108, 0.37905, 1.18987, -1.73421, -0.11379, 1.08097, -1.85939
-0.22281, 0.77637, -1.76985, 0.06807, 0.75715, -1.56654, 0.37894, 1.19117, -1.72292, -0.11181, 1.08355, -1.84857
-0.21946, 0.77439, -1.77451, 0.06624, 0.75955, -1.56223, 0.37898, 1.19228, -1.71203, -0.11009, 1.08606, -1.83781
-0.21565, 0.77231, -1.77888, 0.06440, 0.76195, -1.55817, 0.37909, 1.19328, -1.70137, -0.10858, 1.08855, -1.82703
-0.21125, 0.77021, -1.78294, 0.06259, 0.76429, -1.55440, 0.37936, 1.19410, -1.69086, -0.10731, 1.09094, -1.81630
-0.20665, 0.76808, -1.78678, 0.06065, 0.76659, -1.55085, 0.37960, 1.19478, -1.68073, -0.10626, 1.09327, -1.80557
-0.20183, 0.76598, -1.79041, 0.05878, 0.76894, -1.54753, 0.37976, 1.19539, -1.67108, -0.10530, 1.09555, -1.79491
-0.19695, 0.76401, -1.79370, 0.05695, 0.77144, -1.54432, 0.37973, 1.19609, -1.66188, -0.10445, 1.09784, -1.78426
-0.19200, 0.76207, -1.79685, 0.05522, 0.77398, -1.54127, 0.37970, 1.19674, -1.65337, -0.10357, 1.10006, -1.77374
-0.18713, 0.76014, -1.79984, 0.05339, 0.77656, -1.53836, 0.37972, 1.19735, -1.64584, -0.10272, 1.10226, -1.76334
-0.18219, 0.75826, -1.80287, 0.05157, 0.77921, -1.53555, 0.37993, 1.19791, -1.63977, -0.10183, 1.10445, -1.75320
-0.17750, 0.75636, -1.80583, 0.04971, 0.78189, -1.53282, 0.38023, 1.19844, -1.63500, -0.10092, 1.10664, -1.74331
-0.17318, 0.75434, -1.80856, 0.04772, 0.78461, -1.53020, 0.38044, 1.19889, -1.63126, -0.10006, 1.10886, -1.73355
-0.16961, 0.75203, -1.81097, 0.04559, 0.78737, -1.52771, 0.38045, 1.19922, -1.62824, -0.09937, 1.11106, -1.72387
-0.16699, 0.74934, -1.81302, 0.04321, 0.79017, -1.52531, 0.38014, 1.19938, -1.62588, -0.09881, 1.11323, -1.71425
-0.16499, 0.74653, -1.81447, 0.04074, 0.79305, -1.52293, 0.37965, 1.19943, -1.62432, -0.09840, 1.11547, -1.70476
-0.16341, 0.74365, -1.81527, 0.03824, 0.79600, -1.52059, 0.37914, 1.19934, -1.62351, -0.09800, 1.11776, -1.69540
-0.16221, 0.74080, -1.81502, 0.03582, 0.79910, -1.51813, 0.37870, 1.19928, -1.62322, -0.09767, 1.12026, -1.68627
-0.16147, 0.73797, -1.81386, 0.03337, 0.80230, -1.51558, 0.37826, 1.19894, -1.62426, -0.09733, 1.12286, -1.67724
